new_who_as_id,file_name,old_who,new_who,old_parliamentary_group,new_parliamentary_group,old_role,new_role,old_position,new_position,additional_whitespace,changed_name,changed_parliamentary_group,changed_role,changed_position,substatial_modification
Gerstenmaier,BT_04_070.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_072.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Burgbacher,BT_04_072.xml,Burgbacher . ,Burgbacher,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hamm (Kaiserslautern),BT_04_073.xml,Hamm (Kaiserslautern) ,Hamm (Kaiserslautern),FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Kohut,BT_04_074.xml,Kohut ,Kohut,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_074.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_075.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schoettle,BT_04_075.xml,Schoettle ,Schoettle,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_076.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Bazille,BT_04_078.xml,Bazille ,Bazille,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_079.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_081.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Althammer,BT_04_081.xml,Althammer ,Althammer,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_083.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_084.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_084.xml,D Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_086.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_087.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_088.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_089.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_090.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_092.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_094.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_096.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_098.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_101.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
﻿Becker (Pirmasens),BT_04_101.xml,Becker ,﻿Becker (Pirmasens),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schwabe,BT_04_103.xml,Schwabe ,Schwabe,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_104.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_105.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Dürr,BT_04_106.xml,Dürr ,Dürr,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_106.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_107.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Cramer,BT_04_109.xml,Cramer ,Cramer,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_110.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hirsch,BT_04_110.xml,Hirsch . ,Hirsch,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_112.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Flitz (Wilhelmshaven),BT_04_115.xml,"Flitz , (Wilhelmshaven)",Flitz (Wilhelmshaven),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gleissner,BT_04_115.xml,Gleissner ,Gleissner,SPD,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_115.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_116.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_118.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Faller,BT_04_119.xml,Faller . ,Faller,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Jacobi (Köln),BT_04_119.xml,"Jacobi , (Köln)",Jacobi (Köln),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_119.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Bechert,BT_04_120.xml,Bechert . ,Bechert,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Müller (Aachen-Land),BT_04_121.xml,Miller (Aachen-Land) ,Müller (Aachen-Land),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Baier (Mosbach),BT_04_121.xml,Baler (Mosbach) ,Baier (Mosbach),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Müller (Aachen-Land),BT_04_121.xml,Muller (Aachen-Land) ,Müller (Aachen-Land),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Bauer (Wasserburg),BT_04_121.xml,"Bauer , (Wasserburg)",Bauer (Wasserburg),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Barzel,BT_04_122.xml,Barzel . ,Barzel,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmitt-Vockenhausen,BT_04_122.xml,Schmitt-Vockenhausen . ,Schmitt-Vockenhausen,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_122.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Reichmann,BT_04_123.xml,Reichmann ,Reichmann,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_123.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Logemann,BT_04_124.xml,Logemann ,Logemann,CDU/CSU,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Funcke (Hagen),BT_04_124.xml,"Funcke , (Hagen)",Funcke (Hagen),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_124.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Ritzel,BT_04_125.xml,Ritzel . ,Ritzel,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Felder,BT_04_125.xml,Felder . ,Felder,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_125.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_128.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_130.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Freiherr von Vittinghoff-Schell,BT_04_131.xml,Freiherr von Vittinghoff-Schell ,Freiherr von Vittinghoff-Schell,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_132.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kreitmeyer,BT_04_133.xml,Kreitmeyer ,Kreitmeyer,SPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Freyh (Frankfurt),BT_04_133.xml,Freyh (Frankfurt). ,Freyh (Frankfurt),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_133.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_135.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_136.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Flitz (Wilhelmshaven),BT_04_136.xml,"Flitz , (Wilhelmshaven)",Flitz (Wilhelmshaven),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_137.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Müller-Hermann,BT_04_137.xml,Müller-Hermann . ,Müller-Hermann,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Lemper,BT_04_137.xml,Lemper . ,Lemper,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_138.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmidt (Kempten),BT_04_139.xml,"Schmidt , (Kempten)",Schmidt (Kempten),FPD,FDP,-,-,-,-,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Schmidt (Braunschweig),BT_04_139.xml,"Schmidt , (Braunschweig)",Schmidt (Braunschweig),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_139.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Rutschke,BT_04_140.xml,Rutschke ,Rutschke,SPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Burgbacher,BT_04_140.xml,Burgbacher ; ,Burgbacher,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schäfer,BT_04_141.xml,Schäfer . ,Schäfer,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Elbrächter,BT_04_141.xml,Elbrächter ,Elbrächter,FDP,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_142.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Baier (Mosbach),BT_04_146.xml,Baler (Mosbach) ,Baier (Mosbach),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Heuser,BT_04_146.xml,Heuser ,Heuser,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_147.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_151.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_153.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kubitza,BT_04_153.xml,Kubitza ,Kubitza,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_156.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmidt (Wuppertal),BT_04_156.xml,Schmidt (Wuppertal). ,Schmidt (Wuppertal),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Jahn,BT_04_156.xml,Jahn . ,Jahn,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmidt (Kempten),BT_04_157.xml,Schmidt (Kempten)• ,Schmidt (Kempten),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_157.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Imle,BT_04_159.xml,Imle . ,Imle,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_159.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kurlbaum,BT_04_160.xml,Kurlbaum ,Kurlbaum,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_163.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_164.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Moersch,BT_04_164.xml,Moersch ,Moersch,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Haase (Kassel),BT_04_164.xml,Haase (Kassel ,Haase (Kassel),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mertes,BT_04_164.xml,Mertes ,Mertes,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_165.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_166.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_167.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Baier (Mosbach),BT_04_167.xml,Baler (Mosbach) ,Baier (Mosbach),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Dürr,BT_04_170.xml,Dürr ,Dürr,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_170.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Sänger,BT_04_171.xml,Sänger ,Sänger,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Haase (Kellinghusen),BT_04_174.xml,Haase (Kellinghusen) ,Haase (Kellinghusen),SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Berkhan,BT_04_174.xml,Berkhan ,Berkhan,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Müller-Emmert,BT_04_174.xml,Müller-Emmert ,Müller-Emmert,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schmidt (Wuppertal),BT_04_174.xml,Dr Schmidt (Wuppertal) ,Schmidt (Wuppertal),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_174.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Freiherr von Vittinghoff-Schell,BT_04_174.xml,Freiherr von Vittinghoff-Schell ,Freiherr von Vittinghoff-Schell,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_175.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_176.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Deneke,BT_04_176.xml,Deneke ,Deneke,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Müller (Worms),BT_04_177.xml,Müller (Worms ,Müller (Worms),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_177.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Miessner,BT_04_177.xml,Miessner ,Miessner,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_178.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Moersch,BT_04_178.xml,Moersch ,Moersch,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Dorn,BT_04_178.xml,Dorn ,Dorn,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Liehr,BT_04_179.xml,Liehr ,Liehr,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_181.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schäfer,BT_04_183.xml,Schäfer ,Schäfer,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schmidt (Gellersen),BT_04_183.xml,Schmidt-Gellersen ,Schmidt (Gellersen),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_184.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Porzner,BT_04_184.xml,Porzner ,Porzner,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_185.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hahn,BT_04_186.xml,D. Hahn,Hahn,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_186.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_187.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hermsdorf,BT_04_187.xml,Hermsdorf ,Hermsdorf,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Strohmayr,BT_04_188.xml,Strohmayr . ,Strohmayr,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_188.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kliesing (Honnef),BT_04_190.xml,KlieSing (Honnef) ,Kliesing (Honnef),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Erler,BT_04_190.xml,Erler ,Erler,SDP,SPD,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Diemer-Nicolaus,BT_04_191.xml,Diemer-Nicolaus ,Diemer-Nicolaus,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_191.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Hamm (Kaiserslautern),BT_04_191.xml,Hamm (Kaiserslautern) ,Hamm (Kaiserslautern),FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Schmid,BT_04_192.xml,Schmidt,Schmid,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Busse,BT_04_192.xml,Busse ,Busse,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_193.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Reichmann,BT_04_193.xml,Reichmann ,Reichmann,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Stecker,BT_04_193.xml,Stecker ,Stecker,SPD,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_194.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Heuser,BT_04_195.xml,Heuser ,Heuser,FPD,FDP,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_196.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_197.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_197.xml,D. Dr. Gersteneier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_04_198.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_001.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_002.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_003.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_004.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_005.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Schmidt (Kempten),BT_05_006.xml,Schmidt (Kempten ,Schmidt (Kempten),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_007.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Müller- Hermann,BT_05_007.xml,Müller- Hermann ,Müller- Hermann,CDU /CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Müller (München),BT_05_008.xml,Miller (München) ,Müller (München),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_008.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_010.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Marx (Kaiserslautern),BT_05_012.xml,Dr Marx (Kaiserslautern) ,Marx (Kaiserslautern),-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_012.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Kopf,BT_05_013.xml,Kopf ,Kopf,CDU/ CSU,CDU/CSU,-,-,-,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Gerstenmaier,BT_05_014.xml,D. Dr. Gerstenmaier,Gerstenmaier,-,-,-,-,-,-,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
